query_id,term,expert,non_experts
4,user,25.385974459899003,0.2583216642542914
4,web,15.682584714091647,0.15958226813599272
4,accessibility,24.038841270795817,0.24461355594704345
4,information,21.12266162018508,0.21493920242556516
4,will,9.747354518975216,0.09918677123841572
4,can,6.167862766221927,0.06276271084962183
4,may,8.407351889408144,0.08555122181636411
4,checkpoint,22.90358126721763,0.23306141900036442
4,agent,29.30861364783626,0.29823751168011
4,assistive,54.93154189070047,0.5589703615149909
4,use,7.1819023680381,0.0730813376951148
4,wai,33.26215403752462,0.3384678024169943
4,working,16.375649193338486,0.16663472814683009
4,think,7.870773448448704,0.080091126672466
4,content,13.215979092775804,0.13448267346950404
4,access,22.632270023943764,0.23030062004013083
4,document,10.243184009818531,0.10423221471600726
4,guidelines,22.325556449450254,0.22717957534130692
4,education,66.09724077839094,0.6725898691603148
4,w3c,11.346187266621262,0.11545611464646983
4,text,11.452390481174767,0.11653681340695879
4,one,6.436759365490603,0.06549893896428921
4,people,13.724554571869223,0.1396578171050522
4,communication,55.88602442333785,0.5686829497286923
4,group,16.807736482825874,0.17103154607870918
4,rehabilitation,74.93080054274083,0.7624780813784914
4,need,8.997769568958956,0.09155917230208002
4,illinois,75.24424555591267,0.7656676236031816
4,oak,76.13210266784675,0.7747022473138894
4,il,73.23704974271013,0.7452428743476515
4,list,14.319491208380098,0.1457117514266245
4,technology,31.526034073616888,0.3208014568083125
4,like,7.656460574535996,0.0779103296206253
4,make,8.969086834097672,0.09126730358471268
4,meeting,29.045387994143482,0.29555898976464234
4,review,26.545538769279357,0.27012111606112205
4,provide,14.18271587887995,0.14431995806445833
4,jon,52.598684210526315,0.5352317542236721
4,atpcoordinator,78.89151691331924,0.8027813931975131
4,also,7.332839410054686,0.0746172372901032
4,ua,32.64143070044709,0.3321514687372044
4,brewer,73.81545064377683,0.7511285449412998
4,page,15.429089535323005,0.15700276122900378
4,techniques,17.99783454304848,0.18314170210317604
4,allow,16.95722879006664,0.17255274439475765
4,initiative,43.66407389402041,0.4443152755173215
4,new,9.3801756587202,0.09545044611093637
4,available,19.299727817093085,0.1963894597484033
4,dom,8.150449448614586,0.08293704341790975
4,checkpoints,27.970980159905235,0.28462607008229196
4,wide,19.41357831507748,0.19754797545407243
4,applied,43.12096921114957,0.438788770881263
4,issue,10.716236204346343,0.10904588182036057
4,life,55.00463550739613,0.5597141448486193
4,1999,23.38814425867072,0.23799221724826822
4,technologydivision,79.68316145246554,0.8108369805523783
4,using,6.992165005750808,0.0711506152296567
4,support,12.926341621855714,0.13153539115671864
4,please,12.645167718838746,0.1286742321065922
4,current,13.952821030866001,0.14198060253425163
4,comments,12.751973684210524,0.12976106431666584
4,accessible,17.89520011002613,0.1820973184183973
4,pm,24.435392243310833,0.24864876473304268
4,want,7.673591724654698,0.0780846521472726
4,2000,15.621963318876322,0.15896539917450467
4,draft,12.612689792327991,0.12834374441776866
4,eowg,67.9807300967648,0.6917558104203635
4,know,8.850172612197929,0.0900572606236607
4,html,7.898101356314924,0.0803692089911787
4,used,6.3194744207006135,0.06430547514126435
4,just,5.1207752719467985,0.05210779647679443
4,last,11.698751498276517,0.11904372477432162
4,time,9.81476869789461,0.09987276195822453
4,send,13.839262187088273,0.14082505463272063
4,elements,18.459302828475046,0.18783749409179046
4,get,6.945381963346035,0.0706745620692011
4,priority,26.12643454580821,0.26585641073440364
4,2001,10.051801724903205,0.10228475390743316
4,room,49.034821219911194,0.4989667284172277
4,wcag,11.045838668373879,0.11239983843858711
4,add,12.440471020971161,0.12659128698490543
4,consortium,28.18515358361775,0.2868054481219197
4,studiesuniversity,73.02695092518101,0.743104958535607
4,see,6.1558004285277015,0.0626399673578212
4,following,11.138869005010736,0.11334649311296773
4,part,8.66873542535025,0.08821099877784715
4,link,13.215273624401911,0.13447549479039875
4,users,13.54245542301127,0.1378048192905865
4,issues,11.269961977186313,0.11468046415268218
4,judy,58.716760017233945,0.5974878447637127
4,jan,9.641372244909572,0.09810832071600861
4,navigation,28.57886358329972,0.29081174784116276
4,element,9.94929165141931,0.10124163567586718
4,since,8.149253731343283,0.08292487608212405
4,next,13.978156344531124,0.14223840868625567
4,work,6.821388176941196,0.06941283066267637
4,change,9.198750158341426,0.0936043031838628
4,jul,12.357343240579269,0.12574539837777238
4,mar,6.987971795935296,0.0711079461196006
4,different,6.351267779839208,0.06462899683462654
4,1,9.57494099722164,0.09743233207163557
4,us,12.139328063241106,0.1235269275630455
4,able,9.758787675104259,0.09930311232761041
4,discussion,13.023402340234023,0.13252305804123427
