query_id,term,expert,non_experts
9,choreography,26.5323720259553,0.4446766261333291
9,can,3.8885445153448797,0.06517113712868514
9,message,13.469543738640068,0.2257465431056995
9,may,3.0598124797930812,0.05128177340435332
9,2003,5.843803873846466,0.09794084704770614
9,one,2.9702775303922206,0.04978118766020482
9,will,2.3462548095940163,0.039322706306044966
9,think,2.8357075878624207,0.047525825494900906
9,need,3.896902569386309,0.06531121624669792
9,use,2.2024959209772015,0.036913339457718464
9,correlation,44.56179161545814,0.7468456695328181
9,service,13.771324863883846,0.23080432732766223
9,web,1.9235565157668024,0.03223837735922015
9,used,3.90410760355973,0.06543197100938095
9,instance,20.551076500229044,0.3444314497245091
9,also,2.943458341966526,0.049331704055304904
9,must,4.642464367816093,0.0778066653823926
9,data,5.63259862100147,0.09440109420672854
9,state,10.352307627582144,0.17350236247344378
9,requirement,9.74635241301908,0.1633466884863533
9,process,8.529131277007897,0.14294633425152903
9,definition,7.1010646700154805,0.1190122570393656
9,two,4.334840055632823,0.07265095065306408
9,different,3.9533887629125726,0.06625791222758501
9,business,13.376292760540972,0.22418367755096602
9,services,12.716625427123837,0.21312780045458946
9,like,2.1525791070654527,0.03607674481115285
9,wsdl,15.933963750985027,0.26704967180421835
9,soap,9.17143797301744,0.15371125094442636
9,way,3.0534138110072693,0.05117453314537323
9,just,2.224408275204197,0.03728058561794744
9,messages,15.10747967479675,0.25319798337648186
9,want,3.094771406074618,0.05186767719678131
9,language,3.718208033792291,0.062316335761881975
9,order,6.7299370349170005,0.11279224080866482
9,part,3.9537691599901255,0.06626428759759986
9,make,1.9035651737272046,0.031903326933975504
9,requirements,5.275902053065957,0.08842293943685962
9,binding,11.572173646264764,0.19394704435080612
9,see,2.2894687616909843,0.03837098483280979
9,martin,12.05369014558613,0.20201715327797987
9,using,2.0141518779542045,0.03375673538470734
9,2,3.286652391149179,0.05508355962819853
9,might,2.4833152370611655,0.04161980844236591
9,fred,36.10313075506446,0.6050804037161641
9,choreographies,25.89135802469136,0.43393337471549764
9,role,12.011131725417439,0.20130388366621405
9,case,3.03436543041851,0.05085528654332698
9,example,3.572421689703116,0.05987298921290139
9,define,5.911279757871437,0.09907172778555481
9,david,11.063923461180254,0.1854288848242501
9,defined,4.890371207838704,0.08196152862299505
9,point,3.4816793481193677,0.058352167845576
9,roles,24.280462383930264,0.40693512375302127
9,work,2.3959213179621806,0.04015510588763432
9,protocol,11.030303030303031,0.18486541391569325
9,send,4.043248217161261,0.06776393660046806
9,information,1.3868587856326415,0.023243443334625278
9,abstract,9.012625689876767,0.15104959256776707
9,composition,28.003413801511822,0.46933095756723736
9,get,1.9001996007984032,0.03184692068377212
9,agree,4.070649388681455,0.0682231741119797
9,specific,3.9704526480090023,0.0665438991286425
9,decision,9.75208734746307,0.163442804706085
9,model,3.6083801737353096,0.06047564536986552
9,software,5.5620667926906115,0.09321899652554098
9,specify,7.145409223099294,0.11975546183965297
9,august,10.80050505050505,0.18101405112578298
9,identify,8.168343715061493,0.13689961533622613
9,description,3.897812452195196,0.0653264656792491
9,particular,4.518428404073172,0.07572785034759508
9,combination,17.9874213836478,0.30146516285443237
9,identified,12.784253184098803,0.21426122654914198
9,definitions,8.432493288299991,0.1413267031558658
9,set,2.466087044946105,0.041331067792392824
9,something,2.2426979825353808,0.03758711702573264
9,terms,4.825016633399867,0.08086620055977432
9,3,2.8403030303030303,0.04760284408329102
9,time,2.163804491413474,0.03626487974435991
9,really,2.773116259653517,0.046476808821008665
9,know,1.8649789029535866,0.031256629658440005
